0 0 1 1.17887
0.0320516 0 0.999486 1.17887
0.0640702 0 0.997945 1.17887
0.096023 0 0.995379 1.17887
0.127877 0 0.99179 1.17887
0.1596 0 0.987182 1.17887
0.191159 0 0.981559 1.17887
0.222521 0 0.974928 1.17887
0.253655 0 0.967295 1.17887
0.284528 0 0.958668 1.17887
0.315108 0 0.949056 1.17887
0.345365 0 0.938468 1.17887
0.375267 0 0.926917 1.17887
0.404783 0 0.914413 1.17887
0.433884 0 0.900969 1.17887
0.462538 0 0.886599 1.17887
0.490718 0 0.871319 1.17887
0.518393 0 0.855143 1.17887
0.545535 0 0.838088 1.17887
0.572117 0 0.820172 1.17887
0.598111 0 0.801414 1.17887
0.62349 0 0.781831 1.17887
0.648228 0 0.761446 1.17887
0.672301 0 0.740278 1.17887
0.695683 0 0.718349 1.17887
0.718349 0 0.695683 1.17887
0.740278 0 0.672301 1.17887
0.761446 0 0.648228 1.17887
0.781832 0 0.62349 1.17887
0.801414 0 0.59811 1.17887
0.820172 0 0.572117 1.17887
0.838088 0 0.545535 1.17887
0.855143 0 0.518393 1.17887
0.871319 0 0.490718 1.17887
0.886599 0 0.462538 1.17887
0.900969 0 0.433884 1.17887
0.914413 0 0.404783 1.17887
0.926917 0 0.375267 1.17887
0.938468 0 0.345365 1.17887
0.949056 0 0.315108 1.17887
0.958668 0 0.284528 1.17887
0.967295 0 0.253655 1.17887
0.974928 0 0.222521 1.17887
0.981559 0 0.191159 1.17887
0.987182 0 0.1596 1.17887
0.99179 0 0.127877 1.17887
0.995379 0 0.096023 1.17887
0.997945 0 0.0640702 1.17887
0.999486 0 0.0320515 1.17887
1 0 -4.37114e-08 0.0112607
0.0320358 0.00100676 0.999486 1.18529
0.0640386 0.00201249 0.997945 1.19167
0.0959756 0.00301616 0.995379 1.19803
0.127814 0.00401672 0.99179 1.20439
0.159521 0.00501315 0.987182 1.21076
0.191064 0.00600444 0.981559 1.21715
0.222411 0.00698955 0.974928 1.22357
0.253529 0.00796748 0.967295 1.23005
0.284387 0.00893723 0.958668 1.23658
0.314953 0.00989779 0.949056 1.24319
0.345195 0.0108482 0.938468 1.24989
0.375082 0.0117874 0.926917 1.2567
0.404584 0.0127146 0.914413 1.26363
0.43367 0.0136286 0.900969 1.27071
0.46231 0.0145287 0.886599 1.27794
0.490475 0.0154138 0.871319 1.28536
0.518137 0.0162831 0.855143 1.29297
0.545266 0.0171357 0.838088 1.30082
0.571834 0.0179706 0.820172 1.30892
0.597815 0.0187871 0.801414 1.3173
0.623182 0.0195843 0.781831 1.326
0.647909 0.0203613 0.761446 1.33505
0.671969 0.0211175 0.740278 1.3445
0.695339 0.0218519 0.718349 1.35439
0.717995 0.0225639 0.695683 1.36476
0.739913 0.0232527 0.672301 1.37569
0.76107 0.0239176 0.648228 1.38723
0.781446 0.0245579 0.62349 1.39947
0.801018 0.025173 0.59811 1.4125
0.819768 0.0257622 0.572117 1.42641
0.837675 0.026325 0.545535 1.44133
0.854721 0.0268607 0.518393 1.4574
0.870889 0.0273688 0.490718 1.47479
0.886162 0.0278488 0.462538 1.4937
0.900524 0.0283001 0.433884 1.51435
0.913961 0.0287224 0.404783 1.53702
0.926459 0.0291152 0.375267 1.56206
0.938005 0.029478 0.345365 1.58983
0.948587 0.0298106 0.315108 1.62079
0.958195 0.0301125 0.284528 1.65543
0.966818 0.0303835 0.253655 1.69421
0.974447 0.0306232 0.222521 1.73739
0.981075 0.0308315 0.191159 1.7845
0.986695 0.0310081 0.1596 1.8327
0.991301 0.0311529 0.127877 1.87135
0.994888 0.0312656 0.096023 1.85856
0.997453 0.0313462 0.0640702 1.77089
0.998993 0.0313946 0.0320515 1.5563
0.999507 0.0314108 -4.37114e-08 0.0112722
0.0319883 0.00201254 0.999486 1.19165
0.0639438 0.004023 0.997945 1.20427
0.0958335 0.00602934 0.995379 1.21678
0.127625 0.00802947 0.99179 1.22919
0.159285 0.0100214 0.987182 1.24154
0.190781 0.012003 0.981559 1.25384
0.222082 0.0139722 0.974928 1.26611
0.253154 0.0159271 0.967295 1.27839
0.283966 0.0178656 0.958668 1.2907
0.314486 0.0197858 0.949056 1.30305
0.344684 0.0216857 0.938468 1.31548
0.374527 0.0235632 0.926917 1.328
0.403985 0.0254166 0.914413 1.34065
0.433028 0.0272438 0.900969 1.35344
0.461626 0.029043 0.886599 1.36641
0.489749 0.0308124 0.871319 1.37959
0.51737 0.0325501 0.855143 1.39299
0.544458 0.0342544 0.838088 1.40666
0.570988 0.0359235 0.820172 1.42063
0.59693 0.0375557 0.801414 1.43493
0.622259 0.0391493 0.781831 1.44959
0.646949 0.0407026 0.761446 1.46466
0.670974 0.0422141 0.740278 1.48019
0.69431 0.0436823 0.718349 1.49621
